Animal,closure_reason,reason,location,neighborhood,neighborhood_services_district,ward,precinct,location_street_name,location_zipcode,latitude,longitude
pigeon,Case Closed. Closed date : 2023-10-03 09:12:50.577 Pick up the pigeon and transporting to Angell - AC ,Animal Issues,67 Stanley St  Dorchester  MA  02125,Dorchester,8,Ward 15,1501,67 Stanley St,2125.0,42.30938953978468,-71.06996058235113
raccoon,Case Closed. Closed date : 2023-10-04 13:37:12.777 Case Resolved Unable to make contact with the caller  looked in the yard and was unable to locate the injured raccoon  DG ,Animal Issues,28 Wenham St  Jamaica Plain  MA  02130,Jamaica Plain,10,Ward 19,1907,28 Wenham St,2130.0,42.29638960323104,-71.11509071340498
dog,"Case Closed. Closed date : 2023-10-06 09:38:50.567 Case Resolved Animal Control states: ""Prior to arrival  the constituent stated the dog escaped. Patrolled the area- gone on arrival."" ",Animal Issues,6 Ashmont St  Dorchester  MA  02124,Dorchester,8,Ward 17,1709,6 Ashmont St,2124.0,42.285489543069104,-71.0705606369529
dog,Case Closed. Closed date : 2023-10-08 20:57:06.58 Case Resolved AC&C states: Picked up the dog and transported to the shelter . - DG ,Animal Issues,350 S Huntington Ave  Jamaica Plain  MA  02130,Jamaica Plain,11,Ward 10,1009,350 S Huntington Ave,2130.0,42.32276215076271,-71.11104301607821
dog,Case Closed. Closed date : 2023-10-09 13:16:38.833 Case Resolved Responded to location dog was returned to owner   ,Animal Issues,75 Davison St  Hyde Park  MA  02136,Hyde Park,10,Ward 18,1813,75 Davison St,2136.0,42.25786961175169,-71.11722080376775
dog,Case Closed. Closed date : 2023-11-27 10:18:34.867 Case Resolved I was unable to make contact with the dog owner and left a notice regarding the complaint. BSG111   ,Animal Issues,34 Stanley St  Dorchester  MA  02125,Dorchester,8,Ward 15,1501,34 Stanley St,2125.0,42.310359538020535,-71.06871057740486
dog,Case Closed. Closed date : 2023-10-15 19:20:35.393 Duplicate of Existing Case AC&C states: the dog owner was taken to the hospital and the dog was taken to the shelter  ,Animal Issues,INTERSECTION of South St & Kneeland St  Boston  MA  ,Downtown / Financial District,4,3,0308,INTERSECTION South St & Kneeland St,,42.349659317353485,-71.05765500519838
hawk,Case Closed. Closed date : 2023-10-15 19:21:47.167 Case Noted AC&C states: Met with the caller and the hawk flew up onto a roof prior to my arrival. DG ,Animal Issues,1767 Commonwealth Ave  Brighton  MA  02135,Allston / Brighton,15,Ward 21,2113,1767 Commonwealth Ave,2135.0,42.34138964281544,-71.15054069230835
gull,Case Closed. Closed date : 2023-10-16 15:48:17.147 Case Resolved I picked up the injured gull and transported to Angell. BSG111   ,Animal Issues,294 Congress St  Boston  MA  02110,Boston,3,03,0306,294 Congress St,2110.0,42.35295789008503,-71.05237598422424
dog,"Case Closed. Closed date : 2023-10-20 09:03:04.583 Case Resolved Animal Control states: "" picked up the dog and transported it to the shelter.""  ",Animal Issues,279 Centre St  Jamaica Plain  MA  02130,Jamaica Plain,11,Ward 10,1007,279 Centre St,2130.0,42.32308958057661,-71.10123862212528
deer,"Case Closed. Closed date : 2023-10-20 09:08:33.967 Case Resolved Animal Control states: ""311 dispatch called back and said that BPD Operations said that they didn’t know where the deer went and will call back if needed ""  ",Animal Issues,146 Bennington St  East Boston  MA  02136,East Boston,1,01,0111,146 Bennington St,2136.0,42.38236946776787,-71.01839030358444
rabbit,"Case Closed. Closed date : 2023-10-20 09:07:38.563 Case Resolved Animal Control states: ""The injured rabbit was taken to Angell "" ",Animal Issues,INTERSECTION of Pender St & Lagrange St  West Roxbury  MA  ,West Roxbury,12,20,2012,INTERSECTION Pender St & Lagrange St,,42.28476453602387,-71.16254581618615
dog,Case Closed. Closed date : 2023-10-23 10:30:52.497 Case Resolved Closed per Animal Control. I was unable to make contact with the dog owner. I left a notice regarding the complaint. Munroe  ,Animal Issues,172 Harvard St  Dorchester  MA  02124,Greater Mattapan,8,Ward 14,1402,172 Harvard St,2124.0,42.29597955830586,-71.08251064093069
cat,Case Closed. Closed date : 2023-10-30 09:47:34.15 Case Resolved AC&C states: The cat was taken to the shelter -DG ,Animal Issues,34 Dix St  Dorchester  MA  02122,Dorchester,7,16,1601,34 Dix St,2122.0,42.29550126298207,-71.0601435566372
snake,Case Closed. Closed date : 2023-10-30 09:53:41.67 Case Resolved Closed per Animal Control. 10/29/23-responded and met with collar not a snake in the window. Just black insulation. (Jones) ,Animal Issues,108 Crawford St  Dorchester  MA  02121,Roxbury,13,Ward 12,1208,108 Crawford St,2121.0,42.313919568183216,-71.09120062005007
bat,Case Closed. Closed date : 2023-10-30 09:51:18.0 Case Noted AC&C states: I spoke with the caller but was unable to locate the bat at the location. Munroe  ,Animal Issues,INTERSECTION of Cambridge St & Henshaw St  Brighton  MA  ,Allston / Brighton,15,21,2109,INTERSECTION Cambridge St & Henshaw St,,42.349210606469015,-71.14954457475905
dog,"Case Closed. Closed date : 2023-11-06 09:16:21.69 Case Resolved Animal Control states: ""11/5/23-spoke with the victim  provided information on the incident  will issue 10 day quarantine to dog owner""  ",Animal Issues,15 Mercier Ave  Dorchester  MA  02124,Dorchester,7,Ward 17,1704,15 Mercier Ave,2124.0,42.282989536477,-71.06592063220562
dog,"Case Closed. Closed date : 2023-11-08 09:08:17.197 Case Resolved Animal Control states: ""Transporting the dog to the shelter."" ",Animal Issues,16 Wilcock St  Dorchester  MA  02124,Greater Mattapan,9,Ward 14,1411,16 Wilcock St,2124.0,42.28662957200223,-71.09166068213474
raccoon,"Case Closed. Closed date : 2023-11-09 09:18:24.05 Case Resolved Animal Control states: ""The raccoon was not stuck or injured  educated the constituent.""  ",Animal Issues,5 Albemarle St  Boston  MA  02115,Boston,14,04,0405,5 Albemarle St,2115.0,42.342285334885815,-71.0831886577771
pigeon,Case Closed. Closed date : 2023-11-07 10:30:12.137 Case Resolved AC: Picked up the pigeon and transporting to Angell. ,Animal Issues,214 Brooks St  East Boston  MA  02128,East Boston,1,Ward 1,0108,214 Brooks St,2128.0,42.380989490497896,-71.03631034706147
dog,Case Closed. Closed date : 2023-11-13 13:19:52.72 Case Resolved AC&C states: Spoke to the caller by phone and she said that she took the dog to the vet and the problem is solved -DG ,Animal Issues,26 Allston St  Allston  MA  02134,Allston / Brighton,15,Ward 21,2106,26 Allston St,2134.0,42.35221962036321,-71.13492063234706
dog,Case Closed. Closed date : 2023-11-13 09:13:01.157 Case Resolved Closed per Animal Control. Arrived to address on 11/12  no answer. Spoke with finder  stated person who lives at 169 Baker St took custody of the dog saying it was his. (Jones) ,Animal Issues,160 Baker St  West Roxbury  MA  02132,West Roxbury,12,Ward 20,2016,160 Baker St,2132.0,42.27490967988956,-71.16721087873508
raccoon,"Case Closed. Closed date : 2023-11-13 09:11:36.25 Case Resolved Animal Control states: ""The raccoon ran away when approached  educated caller on wildlife""  ",Animal Issues,83 Worcester St  Roxbury  MA  02118,South End,6,Ward 9,0902,83 Worcester St,2118.0,42.33965782626767,-71.07793899344112
dog,Case Closed. Closed date : 2023-11-15 09:49:36.977 Case Resolved AC-I met with the dog owners and observed a happy and healthy dog. I educated them on always supervising the dog and not leaving him outside for extended periods. ,Animal Issues,438 Saratoga St  East Boston  MA  02128,East Boston,1,Ward 1,0110,438 Saratoga St,2128.0,42.37962448122377,-71.02870933280448
dog,Case Closed. Closed date : 2023-11-14 17:35:11.357 Case Resolved Picked up the dog and transporting to the shelter. MS107.  ,Animal Issues,172 Harvard St  Dorchester  MA  02124,Greater Mattapan,8,Ward 14,1402,172 Harvard St,2124.0,42.29597955834713,-71.082510640584
cat,Case Closed. Closed date : 2023-11-15 11:02:09.75 Case Resolved An ACO went by and the cat took off running when approached and appeared healthy. DG ,Animal Issues,46 Monsignor Dennis F. O'Callaghan Way  South Boston  MA  02127,South Boston,5,07,0707,46 Monsignor Dennis F. O'Callaghan Way,2127.0,42.32498951677938,-71.0539105113844
cat,Case Closed. Closed date : 2023-11-20 11:22:29.123 Case Resolved AC&C states: Picked up the cat and transporting to Angell. MS 107. ,Animal Issues,547 Hyde Park Ave  Roslindale  MA  02131,Roslindale,10,Ward 18,1807,547 Hyde Park Ave,2131.0,42.28174961116332,-71.11915075505473
raccoon,Case Closed. Closed date : 2023-11-20 12:26:48.823 Case Resolved AC&C states: I picked up the injured raccoon and will transport to Angell. BSG111  ,Animal Issues,125 Eustis St  Roxbury  MA  02119,Roxbury,13,Ward 8,0803,125 Eustis St,2119.0,42.32892954939049,-71.07858055805245
dog,Case Closed. Closed date : 2023-11-20 15:20:44.087 Case Noted AC&C states: A10 Day Quarantine will be issued to biting dog owner. -DG ,Animal Issues,52 Dwinell St  West Roxbury  MA  02132,West Roxbury,12,Ward 20,2017,52 Dwinell St,2132.0,42.290519669907525,-71.16242083327056
dog,Case Closed. Closed date : 2023-11-20 11:41:45.87 Case Resolved AC&C states: AF The BPD will transport the dog to MSPCA. I will pick it up in the morning  ,Animal Issues,1165 Blue Hill Ave  Dorchester  MA  02124,Dorchester,9,14,1414,1165 Blue Hill Ave,2124.0,42.284689572698014,-71.09175068665323
raccoon,Case Closed. Closed date : 2023-11-21 11:21:44.103 Case Resolved AC&C states: The raccoon appeared healthy and climbed up a tree. I educated the residents. BSG111  ,Animal Issues,51 Montebello Rd  Jamaica Plain  MA  02130,Jamaica Plain,11,Ward 11,1105,51 Montebello Rd,2130.0,42.31201958166088,-71.10087064648877
dog,Case Closed. Closed date : 2023-11-24 17:27:41.887 Case Resolved Picked up the dog and transporting to the shelter. MS 107.  ,Animal Issues,2262 Dorchester Ave  Dorchester  MA  02124,Dorchester,7,Ward 17,1713,2262 Dorchester Ave,2124.0,42.27293953917222,-71.06714065738082
cat,Case Closed. Closed date : 2023-11-27 10:20:24.703 Case Resolved I picked up the cat and will transport to the shelter. BSG111   ,Animal Issues,1 Lorne St  Dorchester  MA  02124,Greater Mattapan,9,Ward 14,1409,1 Lorne St,2124.0,42.293379568492256,-71.08967066256459
pigeon,Case Closed. Closed date : 2023-11-27 10:19:40.12 Case Resolved I picked up the injured pigeon and will transport to Angell. BSG111   ,Animal Issues,89 Polk St  Charlestown  MA  02129,Charlestown,2,02,0204,89 Polk St,2129.0,42.37997360217602,-71.06009878690307
dog,Case Closed. Closed date : 2023-11-27 10:32:15.967 Case Resolved I picked up the injured dog and will transport to Angell. BSG111   ,Animal Issues,INTERSECTION of Blue Hill Ave & American Legion Hwy  Dorchester  MA  ,Greater Mattapan,9,14,1409,INTERSECTION Blue Hill Ave & American Legion Hwy,,42.29817900658343,-71.08692220816603
dog,Case Closed. Closed date : 2023-11-29 09:16:29.333 Case Resolved Animal Control transported dog to shelter ,Animal Issues,53 Keegan St  Roxbury  MA  02119,Roxbury,13,Ward 8,0803,53 Keegan St,2119.0,42.32958954559135,-71.0758305504504
dog,Case Closed. Closed date : 2023-11-29 09:15:52.46 Case Resolved According to Animal Control  dog was found  ,Animal Issues,129 Ruthven St  Dorchester  MA  02121,Roxbury,13,Ward 12,1209,129 Ruthven St,2121.0,42.312349566170994,-71.08970062020643
raccoon,Case Closed. Closed date : 2023-11-30 16:45:27.093 Case Noted AC&C states: Made contact via phone with the constituent  who stated the raccoon was healthy  and I educated her about wildlife. MS 107. ,Animal Issues,130 Beach St  Boston  MA  02111,Downtown / Financial District,4,Ward 3,0308,130 Beach St,2111.0,42.35072051918971,-71.05726146171745
dog,Case Closed. Closed date : 2023-12-04 09:11:29.16 Case Resolved Closed per Animal Control. I responded to the address. The called the constituent he was taking the dog to the MSPCA. Munroe  ,Animal Issues,67 Morris St  East Boston  MA  02128,East Boston,1,Ward 1,0105,67 Morris St,2128.0,42.37624948533415,-71.03208034814006
cat,Case Closed. Closed date : 2023-12-04 17:27:34.71 Case Resolved No cat observed in the store  made contact with staff  who stated there was no cat there  no callback info. MS 107.  ,Animal Issues,451 Columbia Rd  Dorchester  MA  02125,Dorchester,8,Ward 15,1501,451 Columbia Rd,2125.0,42.312919536679495,-71.06798057004072
dog,Case Closed. Closed date : 2023-12-06 09:20:26.05 Case Resolved Closed per Animal Control. Spoke to the victim dog owner (Veronica)  asked her to have her vet send the bite report to Animal Control. 10 day quarantine will be issued to biting dog owner Kiyah. Gillis ,Animal Issues,28 Browning Ave  Dorchester  MA  02124,Dorchester,8,14,1402,28 Browning Ave,2124.0,42.29399563360272,-71.08185656022216
cat,Case Closed. Closed date : 2023-12-11 09:30:52.76 Case Resolved AC:I picked up the cat and will transport to Angell.  ,Animal Issues,30 Nazing St  Dorchester  MA  02121,Roxbury,13,Ward 12,1207,30 Nazing St,2121.0,42.30655956230097,-71.08608062531356
dog,Case Closed. Closed date : 2023-12-11 09:19:09.88 AC:I picked up the dog and will transport to the shelter. ,Animal Issues,83 Orleans St  East Boston  MA  02128,East Boston,1,Ward 1,0102,83 Orleans St,2128.0,42.36884949220732,-71.03715037632078
pigeon,Case Closed. Closed date : 2023-12-12 09:05:34.067 Case Resolved Animal Control picked up the pigeon and transported it to the shelter ,Animal Issues,INTERSECTION of North St & Congress St  Boston  MA  ,Downtown / Financial District,3,3,0306,INTERSECTION North St & Congress St,,42.36022207438529,-71.05713482260963
dog,Case Closed. Closed date : 2023-12-20 11:49:27.947 Case Resolved AC&C states: The dog was returned to the owner -DG ,Animal Issues,85 Dartmouth St  Boston  MA  02116,South End,6,Ward 4,0401,85 Dartmouth St,2116.0,42.34547954300251,-71.07482051287268
dog,Case Closed. Closed date : 2023-12-21 10:32:35.327 Case Resolved AC&C states: One owner leashed their dog when I approached  all other dogs on leash at this time. MS107. ,Animal Issues,300 Gardner St  West Roxbury  MA  02132,West Roxbury,12,20,2017,300 Gardner St,2132.0,42.282168034186526,-71.1810299690684
bird,Case Closed. Closed date : 2023-12-20 14:09:34.9 Case Resolved An ACO went by and the bird flew away when approached DG ,Animal Issues,14 Buckley Ave  Jamaica Plain  MA  02130,Jamaica Plain,11,Ward 10,1007,14 Buckley Ave,2130.0,42.32226958412966,-71.10413063007371
rooster,Case Closed. Closed date : 2023-12-25 13:40:01.5 Case Resolved I spoke to the caller over the phone and they stated they no longer see the rooster in the area. I asked them to call us back if it was seen again. BSG111   ,Animal Issues,INTERSECTION of Hill Top St & Granite Ave  Dorchester  MA  ,Dorchester,7,16,1612,INTERSECTION Hill Top St & Granite Ave,,42.2789359823594,-71.05417250532706
dog,Case Closed. Closed date : 2023-06-26 08:44:29.923 Case Resolved Animal Care & Control states: The dog was taken to the shelter on 6/25/23 at 6:22 pm  DG ,Animal Issues,15-27 Lansdowne St  Boston  MA  02215,Fenway / Kenmore / Audubon Circle / Longwood,14,Ward 5,0502,15-27 Lansdowne St,2215.0,42.34732956980798,-71.09550055518281
rodent,Case Closed. Closed date : 2024-01-01 15:31:55.15 Case Resolved AC&C states: Responded to location. Residents have a rat in a rodent trap . I left a voicemail letting them know we don’t handle that. Munroe  ,Animal Issues,37 Murdock St  Brighton  MA  02135,Allston / Brighton,15,Ward 22,2206,37 Murdock St,2135.0,42.35103963709703,-71.14720066296006
deer,Case Closed. Closed date : 2024-01-01 13:01:21.42 Case Referred to External Agency AC&C states: Environmental Police took care of the deer that was DOA -DG ,Animal Issues,400 Georgetowne Dr  Hyde Park  MA  02136,West Roxbury,10,Ward 20,1823,400 Georgetowne Dr,2136.0,42.258859650732525,-71.14443086348788
dog,Case Closed. Closed date : 2024-01-01 15:01:56.14 Case Resolved AC&C states: I picked up the dog and transported to the shelter. BSG111  ,Animal Issues,INTERSECTION of Fisher Ave & Parker St  Mission Hill  MA  ,Mission Hill,14,10,1005,INTERSECTION Fisher Ave & Parker St,,42.327094871819575,-71.09964860607114
bat,Case Closed. Closed date : 2023-08-15 17:14:35.41 Case Resolved Made contact via phone with the constituent  who stated that the bat was not a viable specimen to be tested. Quarantine to be issued for her cat. MS 107.  ,Animal Issues,1742 Commonwealth Ave  Brighton  MA  02135,Allston / Brighton,15,Ward 21,2113,1742 Commonwealth Ave,2135.0,42.34111364182923,-71.14917168969845
cat,Case Closed. Closed date : 2023-01-06 17:30:55.733 Case Noted AC&C states: Constituent was not on scene  but someone let me into the building  I walked through every floor of the apartment building  and no cat was found. MS 107. ,Animal Issues,22 Greenville St  Roxbury  MA  02119,Roxbury,13,08,0804,22 Greenville St,2119.0,42.32704785249044,-71.08021278918646
